Text,Timestamp,User,Platform,Retweets,Likes,Country,Year,Month,Day_of_Week,Clean_Text,Vader_Score,Sentiment,temp_list
Inspired by the resilience of a lone tree standing tall in a storm. ,2021-04-15 14:20:00, NatureResilient ,Facebook,35,70,USA,2021,April,Thursday,inspir resili lone tree stand tall storm,-0.2732,negative,"['inspir', 'resili', 'lone', 'tree', 'stand', 'tall', 'storm']"
"Lost in the pages of a captivating novel, transported to another world. ",2019-09-28 19:45:00, Bookworm       ,Twitter,20,40,UK,2019,September,Saturday,lost page captiv novel transport anoth world,0.0,neutral,"['lost', 'page', 'captiv', 'novel', 'transport', 'anoth', 'world']"
Drenched in nostalgia while flipping through an old family photo album. ,2016-12-05 21:00:00, FamilyHistorian ,Instagram,25,50,India,2016,December,Monday,drench nostalgia flip old famili photo album,0.0,neutral,"['drench', 'nostalgia', 'flip', 'old', 'famili', 'photo', 'album']"
Spark of inspiration ignites like a shooting star in the night sky. ,2018-02-10 23:30:00, NightSkyWatcher ,Facebook,30,60,Australia,2018,February,Saturday,spark inspir ignit like shoot star night sky,0.25,positive,"['spark', 'inspir', 'ignit', 'like', 'shoot', 'star', 'night', 'sky']"
Imbued with gratitude for the simple pleasure of a warm cup of tea. ,2023-02-15 08:30:00, TeaEnthusiast  ,Twitter,18,35,Japan,2023,February,Wednesday,imbu gratitud simpl pleasur warm cup tea,0.2263,positive,"['imbu', 'gratitud', 'simpl', 'pleasur', 'warm', 'cup', 'tea']"
Marveling at the kaleidoscope of colors in a vibrant street market. ,2015-08-22 15:00:00, MarketExplorer ,Instagram,22,45,Brazil,2015,August,Saturday,marvel kaleidoscop color vibrant street market,0.7351,positive,"['marvel', 'kaleidoscop', 'color', 'vibrant', 'street', 'market']"
Awash with serenity as the sun sets over a tranquil lakeside retreat. ,2020-11-20 18:45:00, LakesideRetreater ,Facebook,28,55,Germany,2020,November,Friday,awash seren sun set tranquil lakesid retreat,0.25,positive,"['awash', 'seren', 'sun', 'set', 'tranquil', 'lakesid', 'retreat']"
Drowning in sorrow as memories of lost love resurface.            ,2019-08-05 21:00:00, LostInLove      ,Instagram,15,30,USA,2019,August,Monday,drown sorrow memori lost love resurfac,-0.6369,negative,"['drown', 'sorrow', 'memori', 'lost', 'love', 'resurfac']"
Numbness sets in as the weight of loneliness grows heavier.       ,2021-02-12 16:45:00, SolitudeSeeker ,Twitter,18,35,Canada,2021,February,Friday,numb set weight loneli grow heavier,-0.34,negative,"['numb', 'set', 'weight', 'loneli', 'grow', 'heavier']"
"Tears fall like raindrops, mourning the end of a cherished friendship. ",2020-11-28 14:20:00, FriendshipsEnd  ,Facebook,22,45,UK,2020,November,Saturday,tear fall like raindrop mourn end cherish friendship,0.6369,positive,"['tear', 'fall', 'like', 'raindrop', 'mourn', 'end', 'cherish', 'friendship']"
"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",2016-05-15 22:30:00, LostInDarkness  ,Instagram,28,55,Australia,2016,May,Sunday,despair cloud mind feel adrift endless sea dark,-0.3182,negative,"['despair', 'cloud', 'mind', 'feel', 'adrift', 'endless', 'sea', 'dark']"
"Shattered by betrayal, trust crumbles like fragile glass.          ",2018-09-10 13:15:00, BrokenTrust     ,Twitter,22,45,Germany,2018,September,Monday,shatter betray trust crumbl like fragil glass,0.1531,positive,"['shatter', 'betray', 'trust', 'crumbl', 'like', 'fragil', 'glass']"
"Aching heart, the symphony of pain plays in the silence of solitude. ",2022-03-20 19:30:00, SilentSufferer  ,Facebook,25,50,Brazil,2022,March,Sunday,ach heart symphoni pain play silenc solitud,-0.2263,negative,"['ach', 'heart', 'symphoni', 'pain', 'play', 'silenc', 'solitud']"
"Emotional storm, a whirlwind of sadness engulfs every thought.    ",2017-07-18 17:45:00, StormyFeelings  ,Instagram,30,60,India,2017,July,Tuesday,emot storm whirlwind sad engulf everi thought,-0.4767,negative,"['emot', 'storm', 'whirlwind', 'sad', 'engulf', 'everi', 'thought']"
"Haunted by regrets, the ghost of the past lingers relentlessly.   ",2018-12-15 10:00:00, LingeringGhost  ,Twitter,18,35,France,2018,December,Saturday,haunt regret ghost past linger relentlessli,-0.7783,negative,"['haunt', 'regret', 'ghost', 'past', 'linger', 'relentlessli']"
"Torn apart by grief, the echoes of loss reverberate through the soul. ",2015-06-28 21:15:00, EchoesOfLoss    ,Facebook,28,55,Italy,2015,June,Sunday,torn apart grief echo loss reverber soul,-0.7579,negative,"['torn', 'apart', 'grief', 'echo', 'loss', 'reverber', 'soul']"
"Isolation deepens, an emotional winter where warmth is but a distant memory. ",2020-04-02 14:20:00, WinterOfEmotions ,Instagram,35,70,Japan,2020,April,Thursday,isol deepen emot winter warmth distant memori,0.4588,positive,"['isol', 'deepen', 'emot', 'winter', 'warmth', 'distant', 'memori']"
"Soul-crushing disappointment, hopes shattered like fragile glass. ",2019-10-08 18:30:00, ShatteredHopes  ,Twitter,20,40,Spain,2019,October,Tuesday,soulcrush disappoint hope shatter like fragil glass,0.4019,positive,"['soulcrush', 'disappoint', 'hope', 'shatter', 'like', 'fragil', 'glass']"
"Painful echoes of a love once cherished, now lost in the abyss of time. ",2016-11-22 09:45:00, AbyssOfTime     ,Facebook,22,45,Netherlands,2016,November,Tuesday,pain echo love cherish lost abyss time,0.296,positive,"['pain', 'echo', 'love', 'cherish', 'lost', 'abyss', 'time']"
"Heartache deepens, a solitary journey through the abyss of despair. ",2022-08-18 22:00:00, SolitaryDescent ,Instagram,40,80,South Africa,2022,August,Thursday,heartach deepen solitari journey abyss despair,-0.3182,negative,"['heartach', 'deepen', 'solitari', 'journey', 'abyss', 'despair']"
"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",2017-03-12 23:30:00, SerenadeOfSolitude ,Twitter,18,35,UK,2017,March,Sunday,melancholi linger bittersweet serenad quietud solitud,-0.0772,negative,"['melancholi', 'linger', 'bittersweet', 'serenad', 'quietud', 'solitud']"
"Bitterness like a poison, seeping into every crevice of the wounded heart. ",2015-12-15 16:15:00, PoisonedHeart   ,Facebook,25,50,Australia,2015,December,Tuesday,bitter like poison seep everi crevic wound heart,-0.5859,negative,"['bitter', 'like', 'poison', 'seep', 'everi', 'crevic', 'wound', 'heart']"
"Emotional exhaustion, the weight of the world crushing weary shoulders. ",2021-09-05 13:30:00, WearySoulCrushed ,Instagram,35,70,Canada,2021,September,Sunday,emot exhaust weight world crush weari shoulder,-0.4215,negative,"['emot', 'exhaust', 'weight', 'world', 'crush', 'weari', 'shoulder']"
"Sorrowful echoes, a symphony of pain played by the strings of loss. ",2018-05-22 20:45:00, StringsOfSorrow ,Twitter,18,35,Germany,2018,May,Tuesday,sorrow echo symphoni pain play string loss,-0.765,negative,"['sorrow', 'echo', 'symphoni', 'pain', 'play', 'string', 'loss']"
"Darkness descends, engulfing the soul in the shadows of despair.  ",2016-07-10 18:20:00, SoulInShadow    ,Facebook,28,55,USA,2016,July,Sunday,dark descend engulf soul shadow despair,-0.3182,negative,"['dark', 'descend', 'engulf', 'soul', 'shadow', 'despair']"
"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",2019-04-30 14:00:00, WhisperedDespair ,Instagram,22,45,France,2019,April,Tuesday,desper whisper silent plea glimmer hope abyss,0.4404,positive,"['desper', 'whisper', 'silent', 'plea', 'glimmer', 'hope', 'abyss']"
"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",2022-01-08 11:30:00, DreamsInWind    ,Twitter,20,40,Brazil,2022,January,Saturday,heart ruin remnant shatter dream scatter wind,-0.4215,negative,"['heart', 'ruin', 'remnant', 'shatter', 'dream', 'scatter', 'wind']"
"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",2017-09-10 19:15:00, DreamEchoes ,Twitter,20,40,Australia,2017,September,Sunday,shatter echo shatter dream fragment hope scatter,0.5994,positive,"['shatter', 'echo', 'shatter', 'dream', 'fragment', 'hope', 'scatter']"
"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",2022-04-18 11:30:00, RemorseWalker ,Instagram,25,50,Canada,2022,April,Monday,avoid thorn regret walk barefoot path remors,-0.6124,negative,"['avoid', 'thorn', 'regret', 'walk', 'barefoot', 'path', 'remors']"
"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",2018-12-05 21:45:00, JoyLabyrinth ,Facebook,18,35,USA,2018,December,Wednesday,labyrinth grief wall echo footstep lost joy,-0.1779,negative,"['labyrinth', 'grief', 'wall', 'echo', 'footstep', 'lost', 'joy']"
"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",2016-06-28 14:20:00, SolitudeSeas ,Twitter,22,45,UK,2016,June,Tuesday,soul adrift sea solitud wave loneli crash relentlessli,-0.4019,negative,"['soul', 'adrift', 'sea', 'solitud', 'wave', 'loneli', 'crash', 'relentlessli']"
"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",2019-10-22 17:00:00, PalateStainer ,Instagram,15,30,Germany,2019,October,Tuesday,bitter betray tast linger stain palat trust,-0.5719,negative,"['bitter', 'betray', 'tast', 'linger', 'stain', 'palat', 'trust']"
"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",2021-03-15 22:45:00, HopeRuins ,Facebook,28,55,Brazil,2021,March,Monday,ruin hope echo shatter dream whisper tale loss,-0.296,negative,"['ruin', 'hope', 'echo', 'shatter', 'dream', 'whisper', 'tale', 'loss']"
"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",2017-08-10 19:30:00, OceanSinker ,Twitter,22,45,France,2017,August,Thursday,sink like stone ocean heartbreak rippl sigh despair,-0.5267,negative,"['sink', 'like', 'stone', 'ocean', 'heartbreak', 'rippl', 'sigh', 'despair']"
"Tears, the ink staining the pages of a journal, a testament to silent grief. ",2023-01-28 14:30:00, InkJournalist ,Instagram,30,60,India,2023,January,Saturday,tear ink stain page journal testament silent grief,-0.4939,negative,"['tear', 'ink', 'stain', 'page', 'journal', 'testament', 'silent', 'grief']"
"In the wasteland of lost trust, the echoes of broken promises reverberate. ",2016-12-12 10:00:00, TrustWasteland ,Facebook,25,50,Italy,2016,December,Monday,wasteland lost trust echo broken promis reverber,-0.2732,negative,"['wasteland', 'lost', 'trust', 'echo', 'broken', 'promis', 'reverber']"
"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",2020-07-18 15:15:00, DreamTightrope ,Twitter,35,70,Japan,2020,July,Saturday,avoid shard shatter dream walk tightrop resili,-0.0516,negative,"['avoid', 'shard', 'shatter', 'dream', 'walk', 'tightrop', 'resili']"
"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",2022-05-20 20:30:00, EchoedLaughter ,Instagram,30,60,South Africa,2022,May,Friday,suffoc silenc solitud echo laughter thrive,0.4939,positive,"['suffoc', 'silenc', 'solitud', 'echo', 'laughter', 'thrive']"
"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ",2019-11-08 14:45:00, PossibilityGhost ,Twitter,18,35,Spain,2019,November,Friday,haunt specter lost possibl ghost refus fade away,-0.743,negative,"['haunt', 'specter', 'lost', 'possibl', 'ghost', 'refus', 'fade', 'away']"
"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ",2017-03-28 22:00:00, EndlessLabyrinth ,Facebook,28,55,Australia,2017,March,Tuesday,labyrinth despair echo broken heart reverber endlessli,-0.6597,negative,"['labyrinth', 'despair', 'echo', 'broken', 'heart', 'reverber', 'endlessli']"
"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",2020-09-15 18:15:00, RiverOfSorrow ,Instagram,22,45,Canada,2020,September,Tuesday,sink like autumn leav river sorrow carri away current,-0.2263,negative,"['sink', 'like', 'autumn', 'leav', 'river', 'sorrow', 'carri', 'away', 'current']"
"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ",2018-06-10 13:30:00, DreamGardener ,Twitter,20,40,UK,2018,June,Sunday,garden broken dream petal fall silent testimoni shatter hope,0.2023,positive,"['garden', 'broken', 'dream', 'petal', 'fall', 'silent', 'testimoni', 'shatter', 'hope']"
"Tears, the currency of grief, spent in the marketplace of lost love and longing. ",2016-12-22 21:45:00, CurrencyOfTears ,Facebook,25,50,USA,2016,December,Thursday,tear currenc grief spent marketplac lost love long,-0.0772,negative,"['tear', 'currenc', 'grief', 'spent', 'marketplac', 'lost', 'love', 'long']"
"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ",2021-01-05 16:20:00, MazeWanderer ,Instagram,15,30,Germany,2021,January,Tuesday,wander maze betray wall close everi wrong turn,-0.8074,negative,"['wander', 'maze', 'betray', 'wall', 'close', 'everi', 'wrong', 'turn']"
"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ",2019-04-18 11:00:00, StormSeeker ,Twitter,22,45,Brazil,2019,April,Thursday,soul weather storm heartbreak seek refug calm,-0.34,negative,"['soul', 'weather', 'storm', 'heartbreak', 'seek', 'refug', 'calm']"
"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ",2017-08-28 19:30:00, TapestrySorrow ,Facebook,18,35,India,2017,August,Monday,tapestri despair thread hope unravel leav portrait sorrow,-0.4215,negative,"['tapestri', 'despair', 'thread', 'hope', 'unravel', 'leav', 'portrait', 'sorrow']"
"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ",2023-02-10 14:30:00, WitheredRose ,Instagram,28,55,France,2023,February,Friday,like wither rose garden love petal fall silent surrend time,0.7717,positive,"['like', 'wither', 'rose', 'garden', 'love', 'petal', 'fall', 'silent', 'surrend', 'time']"
"In the void of heartache, echoes of a love song play, each note a pang of longing. ",2022-07-10 22:15:00, LoveSongEcho ,Instagram,30,60,Japan,2022,July,Sunday,void heartach echo love song play note pang long,0.765,positive,"['void', 'heartach', 'echo', 'love', 'song', 'play', 'note', 'pang', 'long']"
"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ",2019-05-15 21:30:00, MoonlitMemories ,Twitter,18,35,Italy,2019,May,Wednesday,nostalgia bittersweet danc moonlit ballroom cherish memori,0.3182,positive,"['nostalgia', 'bittersweet', 'danc', 'moonlit', 'ballroom', 'cherish', 'memori']"
"In the symphony of grief, each tear is a note, composing a melancholic melody. ",2018-11-28 14:00:00, SymphonyOfTears ,Facebook,22,45,Germany,2018,November,Wednesday,symphoni grief tear note compos melanchol melodi,-0.4939,negative,"['symphoni', 'grief', 'tear', 'note', 'compos', 'melanchol', 'melodi']"
"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ",2021-03-02 17:45:00, VenomousGarden ,Instagram,25,50,Canada,2021,March,Tuesday,betray venom serpent slither garden trust poison root,-0.6597,negative,"['betray', 'venom', 'serpent', 'slither', 'garden', 'trust', 'poison', 'root']"
"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ",2016-10-18 19:30:00, QuicksandFighter ,Twitter,20,40,USA,2016,October,Tuesday,sink quicksand despair harder fight deeper descend,-0.5994,negative,"['sink', 'quicksand', 'despair', 'harder', 'fight', 'deeper', 'descend']"
"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ",2020-08-15 12:30:00, DreamCemetery ,Facebook,28,55,France,2020,August,Saturday,wander cemeteri lost dream tombston mark untold sorrow,-0.5719,negative,"['wander', 'cemeteri', 'lost', 'dream', 'tombston', 'mark', 'untold', 'sorrow']"
"Swept away by the river of regret, the currents of the past refusing to release. ",2017-04-28 16:20:00, RegretRiver ,Instagram,18,35,UK,2017,April,Friday,swept away river regret current past refus releas,-0.4215,negative,"['swept', 'away', 'river', 'regret', 'current', 'past', 'refus', 'releas']"
"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ",2019-09-10 21:00:00, HeartAttic ,Twitter,22,45,Australia,2019,September,Tuesday,whisper lost love linger attic heart forgotten eras,0.25,positive,"['whisper', 'lost', 'love', 'linger', 'attic', 'heart', 'forgotten', 'eras']"
"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ",2022-01-28 13:45:00, PromiseGallery ,Facebook,15,30,Brazil,2022,January,Friday,galleri broken promis shatter vow frame pain exhibit,-0.7506,negative,"['galleri', 'broken', 'promis', 'shatter', 'vow', 'frame', 'pain', 'exhibit']"
"The echoes of solitude, a silent conversation between a soul and its shadows. ",2016-06-15 22:30:00, EchoedConversation ,Instagram,30,60,Spain,2016,June,Wednesday,echo solitud silent convers soul shadow,0.0,neutral,"['echo', 'solitud', 'silent', 'convers', 'soul', 'shadow']"
"Dancing on sunshine, each step a celebration of the joy found in simple moments. ",2021-08-20 15:45:00, SunshineDancer ,Instagram,40,80,USA,2021,August,Friday,danc sunshin step celebr joy found simpl moment,0.5859,positive,"['danc', 'sunshin', 'step', 'celebr', 'joy', 'found', 'simpl', 'moment']"
"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ",2018-04-12 18:30:00, EchoedLaughter ,Twitter,35,70,Canada,2018,April,Thursday,laughter echo air choru happi lift spirit higher,0.5994,positive,"['laughter', 'echo', 'air', 'choru', 'happi', 'lift', 'spirit', 'higher']"
"In the garden of contentment, each bloom whispers tales of inner peace and joy. ",2022-02-15 12:20:00, GardenOfJoy ,Facebook,25,50,UK,2022,February,Tuesday,garden content bloom whisper tale inner peac joy,0.5859,positive,"['garden', 'content', 'bloom', 'whisper', 'tale', 'inner', 'peac', 'joy']"
"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ",2019-10-28 14:15:00, DreamChaser ,Instagram,30,60,Australia,2019,October,Monday,chase dream vibrant sky journey fuel hope enthusiasm,0.8807,positive,"['chase', 'dream', 'vibrant', 'sky', 'journey', 'fuel', 'hope', 'enthusiasm']"
"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ",2017-12-22 21:00:00, StarSerenader ,Twitter,22,45,India,2017,December,Friday,serenad star heart full gratitud melodi thank,0.3612,positive,"['serenad', 'star', 'heart', 'full', 'gratitud', 'melodi', 'thank']"
"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ",2020-06-10 17:30:00, GlowAchiever ,Facebook,28,55,Germany,2020,June,Wednesday,bask glow accomplish mileston step stone happi,0.4215,positive,"['bask', 'glow', 'accomplish', 'mileston', 'step', 'stone', 'happi']"
"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ",2016-09-18 19:45:00, DanceHarmony ,Instagram,18,35,France,2016,September,Sunday,danc posit everi step rhythm uplift soul harmoni,0.0,neutral,"['danc', 'posit', 'everi', 'step', 'rhythm', 'uplift', 'soul', 'harmoni']"
"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ",2023-03-10 14:30:00, LaughterCup ,Twitter,20,40,Japan,2023,March,Friday,overflow joy cup laughter share friend moment cherish,0.9325,positive,"['overflow', 'joy', 'cup', 'laughter', 'share', 'friend', 'moment', 'cherish']"
"Draped in the warmth of kindness, a quilt of compassion stitched with love. ",2019-05-05 12:15:00, QuiltedCompassion ,Facebook,25,50,Brazil,2019,May,Sunday,drape warmth kind quilt compass stitch love,0.891,positive,"['drape', 'warmth', 'kind', 'quilt', 'compass', 'stitch', 'love']"
"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ",2018-08-28 16:00:00, FriendshipGarden ,Instagram,30,60,South Africa,2018,August,Tuesday,garden friendship bloom testament beauti camaraderi,0.4404,positive,"['garden', 'friendship', 'bloom', 'testament', 'beauti', 'camaraderi']"
"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ",2022-11-15 20:45:00, MelodyOfLove ,Twitter,35,70,USA,2022,November,Tuesday,embrac love heartbeat melodi danc rhythm affect,0.6369,positive,"['embrac', 'love', 'heartbeat', 'melodi', 'danc', 'rhythm', 'affect']"
"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ",2019-07-02 17:00:00, ColorfulLaughter ,Instagram,40,80,Canada,2019,July,Tuesday,surround color joy canva paint laughter endless smile,0.8591,positive,"['surround', 'color', 'joy', 'canva', 'paint', 'laughter', 'endless', 'smile']"
"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ",2021-04-18 14:20:00, SymphonyFervor ,Facebook,30,60,UK,2021,April,Sunday,symphoni excit note burst energi ignit soul fervor,0.0,neutral,"['symphoni', 'excit', 'note', 'burst', 'energi', 'ignit', 'soul', 'fervor']"
"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ",2023-02-05 19:30:00, WrappedDelight ,Twitter,25,50,Australia,2023,February,Sunday,surpris gift wrap anticip unfold moment delight wonder,0.7783,positive,"['surpris', 'gift', 'wrap', 'anticip', 'unfold', 'moment', 'delight', 'wonder']"
"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ",2018-09-22 12:45:00, MazeDiscovery ,Instagram,22,45,India,2018,September,Saturday,lost maze curios twist turn unveil treasur discoveri,-0.3182,negative,"['lost', 'maze', 'curios', 'twist', 'turn', 'unveil', 'treasur', 'discoveri']"
"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ",2016-12-10 21:15:00, CloudsOfBlessings ,Facebook,28,55,Germany,2016,December,Saturday,float cloud gratitud raindrop bless shower thank,0.6486,positive,"['float', 'cloud', 'gratitud', 'raindrop', 'bless', 'shower', 'thank']"
"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ",2020-05-28 16:00:00, CometCreativity ,Twitter,18,35,France,2020,May,Thursday,like comet inspir streak sky creativ leav trail brillianc,0.3612,positive,"['like', 'comet', 'inspir', 'streak', 'sky', 'creativ', 'leav', 'trail', 'brillianc']"
"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ",2017-11-15 22:30:00, FireworksTriumph ,Instagram,22,45,Japan,2017,November,Wednesday,celebr success firework accomplish light night sky triumph,0.8625,positive,"['celebr', 'success', 'firework', 'accomplish', 'light', 'night', 'sky', 'triumph']"
"A symphony of laughter, each note a key to unlocking the door of boundless happiness. ",2021-08-02 19:00:00, LaughterSymphony ,Facebook,30,60,Brazil,2021,August,Monday,symphoni laughter note key unlock door boundless happi,0.4939,positive,"['symphoni', 'laughter', 'note', 'key', 'unlock', 'door', 'boundless', 'happi']"
"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ",2019-03-28 15:30:00, EmotionCarnival ,Instagram,35,70,South Africa,2019,March,Thursday,carniv emot rollercoast thrill send heart wild ride,0.3612,positive,"['carniv', 'emot', 'rollercoast', 'thrill', 'send', 'heart', 'wild', 'ride']"
"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ",2018-05-12 17:30:00, ParisDreamer ,Twitter,28,55,France,2018,May,Saturday,stand grandeur eiffel tower moment reflect beauti parisian dream,0.6597,positive,"['stand', 'grandeur', 'eiffel', 'tower', 'moment', 'reflect', 'beauti', 'parisian', 'dream']"
"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ",2022-09-28 15:45:00, DisneylandExplorer ,Instagram,30,60,USA,2022,September,Wednesday,lost enchant disneyland ride journey realm childhood fantasi,-0.3182,negative,"['lost', 'enchant', 'disneyland', 'ride', 'journey', 'realm', 'childhood', 'fantasi']"
"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed. ",2019-11-10 14:00:00, FerrariSpeedster ,Facebook,22,45,Italy,2019,November,Sunday,explor wonder ferrari world roar engin creat symphoni speed,0.0,neutral,"['explor', 'wonder', 'ferrari', 'world', 'roar', 'engin', 'creat', 'symphoni', 'speed']"
"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy. ",2021-04-02 18:20:00, KeukenhofAdventurer ,Instagram,35,70,Netherlands,2021,April,Friday,amidst tulip field keukenhof tapestri color paint soul springtim joy,0.5859,positive,"['amidst', 'tulip', 'field', 'keukenhof', 'tapestri', 'color', 'paint', 'soul', 'springtim', 'joy']"
"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions. ",2017-08-22 21:30:00, KyotoAdventurer ,Twitter,18,35,Japan,2017,August,Tuesday,wander histor street kyoto step journey heart japan tradit,0.0,neutral,"['wander', 'histor', 'street', 'kyoto', 'step', 'journey', 'heart', 'japan', 'tradit']"
"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ",2020-06-15 16:45:00, CanyonMarveler ,Instagram,25,50,USA,2020,June,Monday,embrac grand canyon natur masterpiec moment marvel earth grandeur,0.8481,positive,"['embrac', 'grand', 'canyon', 'natur', 'masterpiec', 'moment', 'marvel', 'earth', 'grandeur']"
"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility. ",2016-09-10 19:15:00, SantoriniTraveler ,Facebook,22,45,Greece,2016,September,Saturday,journey seren santorini sunset paint sky hue tranquil,0.0516,positive,"['journey', 'seren', 'santorini', 'sunset', 'paint', 'sky', 'hue', 'tranquil']"
"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization. ",2023-01-28 13:00:00, PetraExplorer ,Twitter,30,60,Jordan,2023,January,Saturday,amaz architectur marvel petra stone tell tale ancient civil,0.4215,positive,"['amaz', 'architectur', 'marvel', 'petra', 'stone', 'tell', 'tale', 'ancient', 'civil']"
"Embarking on a gondola ride in Venice, each canal reflecting the romance of this timeless city. ",2019-04-18 16:30:00, VeniceRomantic ,Instagram,20,40,Italy,2019,April,Thursday,embark gondola ride venic canal reflect romanc timeless citi,0.0,neutral,"['embark', 'gondola', 'ride', 'venic', 'canal', 'reflect', 'romanc', 'timeless', 'citi']"
"At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations. ",2017-11-05 22:00:00, MachuPicchuAdventurer ,Facebook,28,55,Peru,2017,November,Sunday,summit machu picchu breathtak panorama whisper secret ancient civil,0.0,neutral,"['summit', 'machu', 'picchu', 'breathtak', 'panorama', 'whisper', 'secret', 'ancient', 'civil']"
"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy. ",2022-07-20 21:45:00, TimesSquareExplorer ,Instagram,35,70,USA,2022,July,Wednesday,heart new york citi time squar dazzl light vibrant spectacl urban energi,0.5267,positive,"['heart', 'new', 'york', 'citi', 'time', 'squar', 'dazzl', 'light', 'vibrant', 'spectacl', 'urban', 'energi']"
"Captivated by the historical charm of the Colosseum, each stone echoing tales of gladiator valor. ",2018-03-15 17:30:00, ColosseumAdventurer ,Twitter,25,50,Italy,2018,March,Thursday,captiv histor charm colosseum stone echo tale gladiat valor,0.4019,positive,"['captiv', 'histor', 'charm', 'colosseum', 'stone', 'echo', 'tale', 'gladiat', 'valor']"
"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise. ",2019-10-28 14:15:00, MaldivesSailor ,Facebook,22,45,Maldives,2019,October,Monday,sail azur water maldiv wave whisper seren paradis,0.0,neutral,"['sail', 'azur', 'water', 'maldiv', 'wave', 'whisper', 'seren', 'paradis']"
"In the midst of the Amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders. ",2021-06-10 16:00:00, AmazonExplorer ,Instagram,30,60,Brazil,2021,June,Thursday,midst amazon rainforest symphoni wildlif creat orchestra natur wonder,0.1779,positive,"['midst', 'amazon', 'rainforest', 'symphoni', 'wildlif', 'creat', 'orchestra', 'natur', 'wonder']"
"Walking the Great Wall of China, each step a testament to ancient engineering marvels. ",2017-08-18 19:30:00, GreatWallWalker ,Twitter,18,35,China,2017,August,Friday,walk great wall china step testament ancient engin marvel,0.7845,positive,"['walk', 'great', 'wall', 'china', 'step', 'testament', 'ancient', 'engin', 'marvel']"
"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment. ",2020-04-15 05:30:00, FujiSummitAchiever ,Facebook,28,55,Japan,2020,April,Wednesday,summit mount fuji breathtak sunris paint sky hue accomplish,0.4215,positive,"['summit', 'mount', 'fuji', 'breathtak', 'sunris', 'paint', 'sky', 'hue', 'accomplish']"
